sku,location,forecast_date,forecasted_demand,confidence_p10,confidence_p50,confidence_p90,confidence_score,model_version,generated_at
SKU-028,Store-PHX,2026-03-18,41.96,24.18,41.96,59.75,0.92,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-19,41.67,23.88,41.67,59.46,0.93,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-20,48.12,30.34,48.12,65.91,0.78,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-21,53.72,35.93,53.72,71.5,0.86,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-22,58.61,40.83,58.61,76.4,0.94,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-23,48.43,30.65,48.43,66.22,0.78,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-24,40.92,23.14,40.92,58.71,0.76,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-25,47.45,29.67,47.45,65.24,0.76,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-26,40.33,22.54,40.33,58.11,0.94,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-27,48.34,30.55,48.34,66.12,0.81,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-28,63.38,45.59,63.38,81.17,0.85,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-29,61.9,44.11,61.9,79.68,0.8,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-30,43.24,25.46,43.24,61.03,0.93,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-03-31,44.17,26.38,44.17,61.95,0.84,v1.0,2026-03-02 14:05:59
SKU-028,Store-PHX,2026-04-01,46.04,28.25,46.04,63.82,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-03,99.14,64.08,99.14,134.19,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-04,99.77,64.72,99.77,134.82,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-05,98.28,63.22,98.28,133.33,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-06,100.25,65.2,100.25,135.3,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-07,126.37,91.32,126.37,161.42,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-08,128.15,93.1,128.15,163.2,0.79,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-09,100.82,65.76,100.82,135.87,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-10,99.52,64.47,99.52,134.57,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-11,101.28,66.23,101.28,136.33,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-12,98.96,63.91,98.96,134.01,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-13,103.59,68.54,103.59,138.64,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-14,126.78,91.73,126.78,161.83,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-15,125.22,90.17,125.22,160.28,0.79,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-16,99.37,64.32,99.37,134.42,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-17,96.1,61.05,96.1,131.15,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-18,104.6,69.55,104.6,139.66,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-19,108.13,73.08,108.13,143.19,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-20,101.56,66.51,101.56,136.61,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-21,133.12,98.07,133.12,168.17,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-22,139.0,103.95,139.0,174.05,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-23,107.06,72.0,107.06,142.11,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-24,111.34,76.29,111.34,146.39,0.9,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-25,110.36,75.31,110.36,145.41,0.86,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-26,102.55,67.5,102.55,137.6,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-27,98.97,63.92,98.97,134.02,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-28,131.74,96.69,131.74,166.79,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-29,118.07,83.02,118.07,153.12,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-30,92.46,57.41,92.46,127.51,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-03-31,99.45,64.4,99.45,134.5,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-NYC,2026-04-01,91.7,56.65,91.7,126.75,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-03,60.67,36.87,60.67,84.48,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-04,60.81,37.01,60.81,84.62,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-05,60.26,36.45,60.26,84.06,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-06,61.0,37.2,61.0,84.81,0.79,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-07,76.83,53.03,76.83,100.64,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-08,76.04,52.23,76.04,99.85,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-09,61.7,37.9,61.7,85.51,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-10,60.64,36.84,60.64,84.45,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-11,63.63,39.82,63.63,87.44,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-12,60.95,37.15,60.95,84.76,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-13,58.57,34.76,58.57,82.38,0.9,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-14,77.15,53.35,77.15,100.96,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-15,82.25,58.44,82.25,106.05,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-16,57.53,33.72,57.53,81.34,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-17,64.71,40.9,64.71,88.51,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-18,58.66,34.85,58.66,82.46,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-19,63.04,39.23,63.04,86.84,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-20,62.96,39.15,62.96,86.76,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-21,74.45,50.64,74.45,98.25,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-22,85.37,61.57,85.37,109.18,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-23,57.13,33.33,57.13,80.94,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-24,59.03,35.22,59.03,82.84,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-25,59.81,36.0,59.81,83.61,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-26,56.75,32.94,56.75,80.55,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-27,57.41,33.61,57.41,81.22,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-28,79.51,55.71,79.51,103.32,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-29,70.83,47.02,70.83,94.64,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-30,70.07,46.26,70.07,93.87,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-03-31,57.43,33.63,57.43,81.24,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-LA,2026-04-01,67.06,43.25,67.06,90.86,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-03,68.23,44.49,68.23,91.98,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-04,68.73,44.99,68.73,92.48,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-05,68.29,44.54,68.29,92.03,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-06,67.15,43.41,67.15,90.9,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-07,88.45,64.71,88.45,112.2,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-08,87.31,63.56,87.31,111.05,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-09,70.89,47.14,70.89,94.63,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-10,68.2,44.46,68.2,91.95,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-11,70.41,46.67,70.41,94.16,0.86,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-12,66.07,42.33,66.07,89.82,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-13,65.71,41.96,65.71,89.45,0.81,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-14,86.18,62.43,86.18,109.92,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-15,85.71,61.96,85.71,109.46,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-16,71.82,48.07,71.82,95.56,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-17,69.06,45.31,69.06,92.81,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-18,65.43,41.68,65.43,89.17,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-19,72.48,48.74,72.48,96.23,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-20,68.96,45.21,68.96,92.71,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-21,87.28,63.53,87.28,111.03,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-22,83.1,59.35,83.1,106.85,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-23,67.33,43.58,67.33,91.08,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-24,63.9,40.16,63.9,87.65,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-25,77.46,53.71,77.46,101.2,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-26,65.25,41.51,65.25,89.0,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-27,78.79,55.04,78.79,102.53,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-28,80.29,56.54,80.29,104.04,0.75,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-29,91.37,67.62,91.37,115.12,0.87,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-30,80.42,56.68,80.42,104.17,0.82,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-03-31,73.09,49.35,73.09,96.84,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-CHI,2026-04-01,68.41,44.67,68.41,92.16,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-03,65.69,34.35,65.69,97.03,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-04,65.1,33.75,65.1,96.44,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-05,65.91,34.57,65.91,97.25,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-06,66.11,34.76,66.11,97.45,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-07,85.21,53.87,85.21,116.55,0.82,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-08,82.36,51.02,82.36,113.7,0.86,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-09,68.37,37.03,68.37,99.71,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-10,65.47,34.13,65.47,96.81,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-11,64.72,33.38,64.72,96.06,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-12,67.59,36.24,67.59,98.93,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-13,67.97,36.63,67.97,99.31,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-14,81.53,50.19,81.53,112.87,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-15,83.22,51.88,83.22,114.56,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-16,62.45,31.1,62.45,93.79,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-17,70.2,38.86,70.2,101.54,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-18,63.85,32.51,63.85,95.19,0.9,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-19,70.02,38.68,70.02,101.36,0.82,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-20,61.88,30.54,61.88,93.22,0.86,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-21,87.08,55.74,87.08,118.42,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-22,78.02,46.68,78.02,109.36,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-23,68.49,37.15,68.49,99.83,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-24,71.81,40.46,71.81,103.15,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-25,69.76,38.42,69.76,101.1,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-26,63.6,32.26,63.6,94.94,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-27,73.06,41.71,73.06,104.4,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-28,86.73,55.39,86.73,118.07,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-29,77.29,45.95,77.29,108.63,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-30,75.77,44.43,75.77,107.11,0.95,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-03-31,59.39,28.05,59.39,90.73,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-HOU,2026-04-01,75.68,44.34,75.68,107.02,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-03,92.09,60.73,92.09,123.46,0.92,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-04,92.41,61.05,92.41,123.78,0.79,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-05,91.39,60.02,91.39,122.75,0.75,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-06,91.8,60.43,91.8,123.17,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-07,119.24,87.87,119.24,150.6,0.8,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-08,116.11,84.75,116.11,147.48,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-09,90.62,59.25,90.62,121.99,0.93,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-10,93.42,62.06,93.42,124.79,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-11,95.29,63.92,95.29,126.66,0.83,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-12,92.09,60.72,92.09,123.46,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-13,89.29,57.92,89.29,120.66,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-14,112.48,81.12,112.48,143.85,0.94,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-15,120.56,89.19,120.56,151.93,0.88,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-16,91.41,60.05,91.41,122.78,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-17,91.47,60.1,91.47,122.83,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-18,92.05,60.68,92.05,123.41,0.89,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-19,99.29,67.92,99.29,130.66,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-20,95.69,64.33,95.69,127.06,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-21,124.22,92.85,124.22,155.59,0.84,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-22,114.06,82.69,114.06,145.43,0.79,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-23,100.29,68.92,100.29,131.66,0.82,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-24,95.29,63.93,95.29,126.66,0.77,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-25,91.02,59.65,91.02,122.39,0.76,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-26,99.59,68.22,99.59,130.96,0.82,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-27,95.62,64.25,95.62,126.99,0.91,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-28,126.34,94.97,126.34,157.71,0.9,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-29,124.07,92.7,124.07,155.44,0.78,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-30,91.44,60.07,91.44,122.8,0.85,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-03-31,97.84,66.47,97.84,129.21,0.9,v1.0,2026-03-02 14:05:59
SKU-029,Store-PHX,2026-04-01,95.4,64.04,95.4,126.77,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-03,43.42,31.36,43.42,55.48,0.8,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-04,43.41,31.35,43.41,55.46,0.76,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-05,43.28,31.22,43.28,55.33,0.88,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-06,42.73,30.67,42.73,54.78,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-07,54.51,42.45,54.51,66.57,0.82,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-08,54.91,42.85,54.91,66.96,0.88,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-09,42.86,30.8,42.86,54.92,0.84,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-10,43.82,31.76,43.82,55.88,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-11,42.5,30.44,42.5,54.56,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-12,42.94,30.88,42.94,55.0,0.82,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-13,44.03,31.98,44.03,56.09,0.75,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-14,54.87,42.81,54.87,66.93,0.81,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-15,54.89,42.83,54.89,66.95,0.85,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-16,41.26,29.2,41.26,53.32,0.75,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-17,43.24,31.18,43.24,55.3,0.89,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-18,41.48,29.43,41.48,53.54,0.86,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-19,43.84,31.79,43.84,55.9,0.85,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-20,47.79,35.73,47.79,59.85,0.93,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-21,57.65,45.59,57.65,69.7,0.82,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-22,56.5,44.44,56.5,68.56,0.93,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-23,40.99,28.94,40.99,53.05,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-24,47.54,35.48,47.54,59.6,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-25,43.08,31.03,43.08,55.14,0.89,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-26,41.65,29.59,41.65,53.71,0.83,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-27,40.69,28.64,40.69,52.75,0.77,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-28,52.33,40.27,52.33,64.38,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-29,61.63,49.57,61.63,73.69,0.84,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-30,44.11,32.06,44.11,56.17,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-03-31,45.74,33.68,45.74,57.8,0.91,v1.0,2026-03-02 14:05:59
SKU-030,Store-NYC,2026-04-01,42.24,30.18,42.24,54.3,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-03,52.1,32.86,52.1,71.35,0.76,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-04,51.67,32.42,51.67,70.91,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-05,52.76,33.52,52.76,72.01,0.77,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-06,52.96,33.71,52.96,72.2,0.88,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-07,66.94,47.69,66.94,86.18,0.78,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-08,65.11,45.87,65.11,84.36,0.83,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-09,52.32,33.07,52.32,71.56,0.78,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-10,51.42,32.18,51.42,70.67,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-11,51.33,32.08,51.33,70.57,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-12,50.93,31.69,50.93,70.18,0.89,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-13,54.54,35.3,54.54,73.79,0.93,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-14,70.08,50.83,70.08,89.32,0.85,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-15,67.18,47.94,67.18,86.43,0.81,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-16,51.75,32.51,51.75,71.0,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-17,52.94,33.69,52.94,72.18,0.94,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-18,55.93,36.69,55.93,75.18,0.78,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-19,56.54,37.29,56.54,75.78,0.87,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-20,56.89,37.64,56.89,76.13,0.85,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-21,61.93,42.69,61.93,81.18,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-22,73.89,54.64,73.89,93.13,0.93,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-23,56.28,37.04,56.28,75.53,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-24,56.49,37.24,56.49,75.73,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-25,50.07,30.82,50.07,69.31,0.87,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-26,52.49,33.25,52.49,71.73,0.86,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-27,59.37,40.12,59.37,78.61,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-28,68.75,49.51,68.75,88.0,0.89,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-29,63.19,43.95,63.19,82.44,0.8,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-30,60.54,41.3,60.54,79.79,0.8,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-03-31,57.25,38.0,57.25,76.49,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-LA,2026-04-01,54.31,35.07,54.31,73.56,0.83,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-03,47.54,25.37,47.54,69.7,0.76,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-04,47.38,25.21,47.38,69.54,0.85,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-05,47.34,25.18,47.34,69.51,0.84,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-06,47.85,25.68,47.85,70.01,0.81,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-07,60.93,38.77,60.93,83.1,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-08,61.45,39.29,61.45,83.62,0.91,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-09,47.68,25.51,47.68,69.84,0.81,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-10,48.21,26.05,48.21,70.38,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-11,49.05,26.89,49.05,71.22,0.89,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-12,49.69,27.53,49.69,71.86,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-13,47.02,24.86,47.02,69.19,0.79,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-14,64.01,41.85,64.01,86.17,0.92,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-15,64.99,42.82,64.99,87.15,0.87,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-16,47.45,25.28,47.45,69.61,0.87,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-17,48.32,26.16,48.32,70.48,0.9,v1.0,2026-03-02 14:05:59
SKU-030,Store-CHI,2026-03-18,51.99,29.83,51.99,74.15,0.93,v1.0,2026-03-02 14:05:59
